serial_scrambled,BSA21_final_wt,DVSex21,Ragecat,HHincomex,RClassGP,hedqual2x,MarStat6x,HhlChlGpdx,PMSx,HomoSexx,Partyfwx,Politicsx,Votedx,Spend1x,dolex,TAXSPENDx,EQOPPGAYx,EQOPPTx,CHOPWOMMx,EQOPPBLKx,TBirCertx,EqOpDisx,EqOpMhx,welfare2,leftrigh,libauth,NHSSatx,GPSatx,NHSFProbx,NHSAccx
1021341,0.304442544504778,Female,55-59,Prefer not to answer,Managerial and professional occupations,Degree (equivalent & above),Married/in a civil partnership/living with a partner,No,Not wrong at all,Not wrong at all,Other party,Quite a lot,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not gone far enough,Not gone far enough,1.375,1.8,1.16666666666667,Not applicable,Not applicable,Not applicable,Not applicable
1021342,0.321169707801518,Male,60-64,"£4,351 per month or more",Managerial and professional occupations,Degree (equivalent & above),Married/in a civil partnership/living with a partner,No,Not wrong at all,Not wrong at all,Labour,A great deal,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,About right,Not gone far enough,1.375,1.2,2.33333333333333,Not applicable,Not applicable,Not applicable,Not applicable
1008971,1.12811122007107,Male,55-59,"£1,411 - £2,560 per month",Small employers and own account workers,GCSE/O Level/Standard Grade or equivalent,Married/in a civil partnership/living with a partner,No,Not wrong at all,Not wrong at all,Conservative,Quite a lot,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not gone far enough,Not gone far enough,3.125,3.2,4.0,Not applicable,Not applicable,Not applicable,Not applicable
1036891,0.597467085881246,Female,45-54,"£2,561 - £4,350 per month",Managerial and professional occupations,Degree (equivalent & above),Married/in a civil partnership/living with a partner,Yes,Not wrong at all,Not wrong at all,Labour,A great deal,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not gone nearly far enough,Not gone nearly far enough,1.25,1.4,1.33333333333333,Not applicable,Not applicable,Not applicable,Not applicable
1045921,1.35431829963723,Female,65+,"£1,411 - £2,560 per month",Intermediate occupations,GCSE/O Level/Standard Grade or equivalent,Married/in a civil partnership/living with a partner,No,Sometimes wrong,Sometimes wrong,Conservative,Quite a lot,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,About right,About right,2.125,4.2,3.0,Not applicable,Not applicable,Not applicable,Not applicable
1014601,0.976075283237783,Male,65+,"£1,411 - £2,560 per month",Lower supervisory and technical occupations,Higher education below degree/A levels,Married/in a civil partnership/living with a partner,No,Not wrong at all,Prefer not to answer,Conservative,Some,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,About right,About right,3.0,3.0,4.33333333333333,Not applicable,Not applicable,Not applicable,Not applicable
1014571,0.853938782085135,Female,25-34,"£1,411 - £2,560 per month",Managerial and professional occupations,Degree (equivalent & above),Married/in a civil partnership/living with a partner,No,Not wrong at all,Not wrong at all,None,Not very much,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,About right,Not gone far enough,3.875,2.6,4.33333333333333,Not applicable,Not applicable,Not applicable,Not applicable
1018411,1.02425715069891,Male,55-59,"£2,561 - £4,350 per month",Small employers and own account workers,GCSE/O Level/Standard Grade or equivalent,Married/in a civil partnership/living with a partner,No,Not wrong at all,Always wrong,Conservative,Quite a lot,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,About right,About right,3.125,3.0,4.66666666666667,Not applicable,Not applicable,Not applicable,Not applicable
1028031,0.592916300858222,Male,45-54,"£4,351 per month or more",Managerial and professional occupations,Degree (equivalent & above),Widowed/surviving partner from a civil partnership,No,Not wrong at all,Not wrong at all,Conservative,Quite a lot,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,About right,About right,3.5,3.6,2.83333333333333,Not applicable,Not applicable,Not applicable,Not applicable
1007301,0.395202030729647,Male,60-64,Prefer not to answer,Managerial and professional occupations,Degree (equivalent & above),Married/in a civil partnership/living with a partner,Yes,Not wrong at all,Rarely wrong,Conservative,Quite a lot,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,About right,Not gone far enough,3.375,2.8,3.66666666666667,Not applicable,Not applicable,Not applicable,Not applicable
1007302,0.911840291181309,Female,45-54,"£1,411 - £2,560 per month",Managerial and professional occupations,GCSE/O Level/Standard Grade or equivalent,Married/in a civil partnership/living with a partner,Yes,Not wrong at all,Not wrong at all,Conservative,Quite a lot,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,About right,Not gone far enough,3.125,2.0,3.66666666666667,Not applicable,Not applicable,Not applicable,Not applicable
1017531,1.07734625968042,Male,55-59,"£2,561 - £4,350 per month",Lower supervisory and technical occupations,GCSE/O Level/Standard Grade or equivalent,Widowed/surviving partner from a civil partnership,Yes,Not wrong at all,Sometimes wrong,Conservative,Quite a lot,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not gone nearly far enough,Not gone nearly far enough,2.625,2.2,3.5,Not applicable,Not applicable,Not applicable,Not applicable
1011601,0.665258096501821,Female,35-44,"£2,561 - £4,350 per month",Managerial and professional occupations,Degree (equivalent & above),Single (never married/never in a civil partnership),No,Not wrong at all,Not wrong at all,Green Party,Some,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not gone far enough,Not gone far enough,1.75,1.2,2.0,Not applicable,Not applicable,Not applicable,Not applicable
1011602,2.24635015013692,Female,65+,"£2,561 - £4,350 per month",Intermediate occupations,GCSE/O Level/Standard Grade or equivalent,Married/in a civil partnership/living with a partner,No,Not wrong at all,Not wrong at all,Labour,Some,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not gone far enough,Not gone far enough,1.75,2.4,2.33333333333333,Not applicable,Not applicable,Not applicable,Not applicable
1014811,2.49867553201867,Male,45-54,"£1,411 - £2,560 per month",Semi-routine and routine occupations,Higher education below degree/A levels,Married/in a civil partnership/living with a partner,Yes,It depends,Always wrong,Labour,None at all,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not gone far enough,Not gone far enough,4.5,1.8,5.0,Not applicable,Not applicable,Not applicable,Not applicable
1020741,0.214946977288874,Female,65+,"£1,411 - £2,560 per month",Managerial and professional occupations,Degree (equivalent & above),Separated/divorced/dissolved civil partnership,No,Not wrong at all,Not wrong at all,Labour,Some,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not gone far enough,Not gone far enough,3.125,2.6,3.0,Not applicable,Not applicable,Not applicable,Not applicable
1027451,0.960235581480348,Female,25-34,"£4,351 per month or more",Managerial and professional occupations,Higher education below degree/A levels,Married/in a civil partnership/living with a partner,Yes,Not wrong at all,Not wrong at all,Conservative,Some,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,About right,About right,3.875,2.2,2.5,Not applicable,Not applicable,Not applicable,Not applicable
1028541,0.376388801632448,Female,18-24,"£1,411 - £2,560 per month",Intermediate occupations,Degree (equivalent & above),Married/in a civil partnership/living with a partner,No,Not wrong at all,Not wrong at all,None,Not very much,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Gone much too far,About right,3.375,2.0,3.33333333333333,Not applicable,Not applicable,Not applicable,Not applicable
1038711,0.866920718806854,Female,55-59,"£2,561 - £4,350 per month",Managerial and professional occupations,Higher education below degree/A levels,Married/in a civil partnership/living with a partner,No,Not wrong at all,Not wrong at all,Conservative,Some,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,About right,About right,3.125,2.4,4.33333333333333,Not applicable,Not applicable,Not applicable,Not applicable
1008411,2.0813182699663,Female,45-54,"£2,561 - £4,350 per month",Intermediate occupations,Higher education below degree/A levels,Separated/divorced/dissolved civil partnership,Yes,Not wrong at all,Not wrong at all,Labour,Some,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not gone far enough,Not gone far enough,2.625,3.0,3.0,Not applicable,Not applicable,Not applicable,Not applicable
1008412,2.55074429466275,Female,25-34,"£2,561 - £4,350 per month",Managerial and professional occupations,Degree (equivalent & above),Single (never married/never in a civil partnership),Yes,Not wrong at all,Not wrong at all,Labour,Some,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not gone nearly far enough,Not gone far enough,3.0,1.8,3.5,Not applicable,Not applicable,Not applicable,Not applicable
1014411,0.410219377970355,Female,45-54,"£2,561 - £4,350 per month",Managerial and professional occupations,Degree (equivalent & above),Separated/divorced/dissolved civil partnership,No,Not wrong at all,Not wrong at all,Conservative,Some,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not gone far enough,Not gone far enough,2.125,2.2,2.83333333333333,Not applicable,Not applicable,Not applicable,Not applicable
1014412,0.84219696499585,Female,25-34,"Less than £1,410 per month",Intermediate occupations,Higher education below degree/A levels,Single (never married/never in a civil partnership),No,Not wrong at all,Not wrong at all,Liberal Democrat,Not very much,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not gone far enough,Not gone far enough,1.625,2.6,2.16666666666667,Not applicable,Not applicable,Not applicable,Not applicable
1004751,0.598979028816697,Prefer not to answer,45-54,"Less than £1,410 per month",Lower supervisory and technical occupations,Higher education below degree/A levels,Separated/divorced/dissolved civil partnership,No,Prefer not to answer,Prefer not to answer,Labour,Some,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Don't know,Don't know,3.5,2.6,3.66666666666667,Not applicable,Not applicable,Not applicable,Not applicable
